"testDecisionTree","chameleon","html","2.087272626E9","20000","101.91760869140624","40.0","03-17-2022 00:50:44:735","03-17-2022 00:50:49:116","4.381","34.2375","3811.499887696873","370.83"
"luigiEEMT_frequency_cores","chameleon","html","2.087272626E9","20000","40.0","03-17-2022 00:51:01:146","03-17-2022 00:51:33:235","32.089","32","520.3708750038954","2447.9420000000005"
"testDecisionTreeEnergy","chameleon","html","2.087272626E9","20000","101.91760869140624","40.0","03-17-2022 00:51:51:649","03-17-2022 00:52:24:170","32.521","34.141666666666666","513.4584117339565","2163.5019999999995"
"testDecisionTree","chameleon","image","1.2568661023E10","5000","2454.8166060546873","40.0","03-17-2022 00:52:38:931","03-17-2022 00:52:40:887","1.956","34.2","51405.566556237216","144.012"
"luigiEEMT_frequency_cores","chameleon","image","1.2568661023E10","5000","40.0","03-17-2022 00:52:52:696","03-17-2022 00:53:23:745","31.049","32","3238.406653483204","2442.996"
"testDecisionTreeEnergy","chameleon","image","1.2568661023E10","5000","2454.8166060546873","40.0","03-17-2022 00:53:44:880","03-17-2022 00:53:46:368","1.488","34.28","67573.44636021505","177.606"
"testDecisionTree","chameleon","video","2.9901587764E10","128","228131.01016235352","40.0","03-17-2022 00:54:00:847","03-17-2022 00:54:01:788","0.941","34.22","254211.16058661","66.491"
"luigiEEMT_frequency_cores","chameleon","video","2.9901587764E10","128","40.0","03-17-2022 00:54:13:953","03-17-2022 00:54:58:280","44.327","32","5396.546170776276","3379.941"
"testDecisionTreeEnergy","chameleon","video","2.9901587764E10","128","228131.01016235352","40.0","03-17-2022 00:55:18:412","03-17-2022 00:55:21:460","3.048","34.285714285714285","78481.85764829397","191.437"
"testDecisionTree","chameleon","html","2.087272626E9","20000","101.91760869140624","40.0","03-17-2022 00:55:36:736","03-17-2022 00:55:41:521","4.785","34.1875","3489.6930006269595","358.537"
"luigiEEMT_frequency_cores","chameleon","html","2.087272626E9","20000","40.0","03-17-2022 00:55:53:144","03-17-2022 00:56:25:205","32.061","32","520.8253332085711","2424.4500000000003"
"testDecisionTreeEnergy","chameleon","html","2.087272626E9","20000","101.91760869140624","40.0","03-17-2022 00:56:43:089","03-17-2022 00:57:16:178","33.089","34.097222222222214","504.644474236151","2104.161"
"testDecisionTree","chameleon","image","1.2568661023E10","5000","2454.8166060546873","40.0","03-17-2022 00:57:30:902","03-17-2022 00:57:32:882","1.98","34.13333333333333","50782.46877979798","167.305"
"luigiEEMT_frequency_cores","chameleon","image","1.2568661023E10","5000","40.0","03-17-2022 00:57:44:691","03-17-2022 00:58:16:182","31.491","32","3192.9531670636056","2452.22"
"testDecisionTreeEnergy","chameleon","image","1.2568661023E10","5000","2454.8166060546873","40.0","03-17-2022 00:58:35:447","03-17-2022 00:58:36:918","1.471","34.220000000000006","68354.3767396329","88.747"
"testDecisionTree","chameleon","video","2.9901587764E10","128","228131.01016235352","40.0","03-17-2022 00:58:51:131","03-17-2022 00:58:52:091","0.96","34.260000000000005","249179.89803333333","82.608"
"luigiEEMT_frequency_cores","chameleon","video","2.9901587764E10","128","40.0","03-17-2022 00:59:04:311","03-17-2022 00:59:49:168","44.857","32","5332.784227924293","3292.8539999999994"
"testDecisionTreeEnergy","chameleon","video","2.9901587764E10","128","228131.01016235352","40.0","03-17-2022 01:00:10:543","03-17-2022 01:00:13:751","3.208","34.214285714285715","74567.55053366584","189.43300000000002"
"testDecisionTree","chameleon","html","2.087272626E9","20000","101.91760869140624","40.0","03-17-2022 01:00:28:788","03-17-2022 01:00:33:498","4.71","34.1625","3545.261360509554","358.288"
"luigiEEMT_frequency_cores","chameleon","html","2.087272626E9","20000","40.0","03-17-2022 01:00:45:218","03-17-2022 01:01:17:467","32.249","32","517.7891099879065","2366.1010000000006"
"testDecisionTreeEnergy","chameleon","html","2.087272626E9","20000","101.91760869140624","40.0","03-17-2022 01:01:36:305","03-17-2022 01:02:10:015","33.71","34.150000000000006","495.34799786413527","2175.9529999999995"
"testDecisionTree","chameleon","image","1.2568661023E10","5000","2454.8166060546873","40.0","03-17-2022 01:02:24:895","03-17-2022 01:02:27:429","2.534","34.15","39680.06637095501","260.358"
"luigiEEMT_frequency_cores","chameleon","image","1.2568661023E10","5000","40.0","03-17-2022 01:02:38:985","03-17-2022 01:03:10:338","31.353","32","3207.0069270564222","2370.2989999999995"
"testDecisionTreeEnergy","chameleon","image","1.2568661023E10","5000","2454.8166060546873","40.0","03-17-2022 01:03:29:833","03-17-2022 01:03:32:121","2.288","34.18333333333334","43946.367213286714","216.497"
"testDecisionTree","chameleon","video","2.9901587764E10","128","228131.01016235352","40.0","03-17-2022 01:03:46:826","03-17-2022 01:03:47:761","0.935","34.14","255842.46215187164","66.45"
"luigiEEMT_frequency_cores","chameleon","video","2.9901587764E10","128","40.0","03-17-2022 01:03:59:959","03-17-2022 01:04:44:333","44.374","32","5390.830263487628","3321.300000000001"
"testDecisionTreeEnergy","chameleon","video","2.9901587764E10","128","228131.01016235352","40.0","03-17-2022 01:05:06:592","03-17-2022 01:05:09:668","3.076","34.21428571428571","77767.45842392718","178.159"
"testDecisionTree","chameleon","html","2.087272626E9","20000","101.91760869140624","40.0","03-17-2022 01:05:24:849","03-17-2022 01:05:29:704","4.855","34.111111111111114","3439.378168486097","357.30899999999997"
"luigiEEMT_frequency_cores","chameleon","html","2.087272626E9","20000","40.0","03-17-2022 01:05:41:808","03-17-2022 01:06:13:934","32.126","32","519.7715559982569","2444.1089999999995"
"testDecisionTreeEnergy","chameleon","html","2.087272626E9","20000","101.91760869140624","40.0","03-17-2022 01:06:33:627","03-17-2022 01:07:06:665","33.038","34.14054054054054","505.423482293117","2158.105"
"testDecisionTree","chameleon","image","1.2568661023E10","5000","2454.8166060546873","40.0","03-17-2022 01:07:21:321","03-17-2022 01:07:23:258","1.937","34.17999999999999","51909.802882808464","184.118"
