"luigiEEMT_frequency_cores","chameleon","image","1.2568661023E10","5000","40.0","03-17-2022 01:07:35:035","03-17-2022 01:08:06:407","31.372","32","3205.064649496366","2418.272"
"testDecisionTreeEnergy","chameleon","image","1.2568661023E10","5000","2454.8166060546873","40.0","03-17-2022 01:08:25:730","03-17-2022 01:08:27:183","1.453","34.18","69201.16186097728","162.785"
"testDecisionTree","chameleon","video","2.9901587764E10","128","228131.01016235352","40.0","03-17-2022 01:08:41:851","03-17-2022 01:08:42:815","0.964","34.2","248145.95654771785","63.955"
"luigiEEMT_frequency_cores","chameleon","video","2.9901587764E10","128","40.0","03-17-2022 01:08:54:951","03-17-2022 01:09:39:198","44.247","32","5406.3032999299385","3356.0970000000016"
"testDecisionTreeEnergy","chameleon","video","2.9901587764E10","128","228131.01016235352","40.0","03-17-2022 01:09:59:630","03-17-2022 01:10:02:709","3.079","34.128571428571426","77691.68629814875","194.271"
"testDecisionTree","chameleon","html","2.087272626E9","20000","101.91760869140624","40.0","03-17-2022 01:10:17:935","03-17-2022 01:10:36:275","18.34","34.104545454545466","910.4787899672846","1304.194"
"luigiEEMT_frequency_cores","chameleon","html","2.087272626E9","20000","40.0","03-17-2022 01:10:48:274","03-17-2022 01:11:32:171","43.897","32","380.39458295555505","3190.6800000000003"
"testDecisionTreeEnergy","chameleon","html","2.087272626E9","20000","101.91760869140624","40.0","03-17-2022 01:11:51:725","03-17-2022 01:15:05:308","193.583","34.130964467005086","86.2585093112515","12721.083000000004"
"testDecisionTree","chameleon","image","1.2568661023E10","5000","2454.8166060546873","40.0","03-17-2022 01:15:20:067","03-17-2022 01:15:41:225","21.158","34.16000000000001","4752.305897721902","1808.8829999999998"
"luigiEEMT_frequency_cores","chameleon","image","1.2568661023E10","5000","40.0","03-17-2022 01:15:53:262","03-17-2022 01:17:04:488","71.226","32","1411.693597618847","5921.442999999998"
"testDecisionTreeEnergy","chameleon","image","1.2568661023E10","5000","2454.8166060546873","40.0","03-17-2022 01:17:28:757","03-17-2022 01:17:47:394","18.637","35.16818181818183","5395.143434243709","1585.147"
