"luigiEEMT_frequency_cores","intercloud","image","1.2568661023E10","5000","4.5","03-18-2022 12:32:17:867","03-18-2022 12:34:02:384","104.517","32","962.0376415702709","4601.864999999999"
"testDecisionTreeEnergy","intercloud","image","1.2568661023E10","5000","2454.8166060546873","4.5","03-18-2022 12:34:28:451","03-18-2022 12:35:51:895","83.444","44.25632183908045","1204.9912298547529","2617.5060000000008"
"testDecisionTree","intercloud","video","2.9901587764E10","128","228131.01016235352","4.5","03-18-2022 12:36:06:457","03-18-2022 12:36:54:402","47.945","44.35294117647061","4989.314883971217","1990.9330000000002"
"luigiEEMT_frequency_cores","intercloud","video","2.9901587764E10","128","4.5","03-18-2022 12:37:05:861","03-18-2022 12:40:33:147","207.286","32","1154.0224719083778","9125.351999999997"
"testDecisionTreeEnergy","intercloud","video","2.9901587764E10","128","228131.01016235352","4.5","03-18-2022 12:40:49:159","03-18-2022 12:43:35:902","166.743","44.23999999999996","1434.619157098049","5373.469000000002"
"testDecisionTree","intercloud","html","2.087272626E9","20000","101.91760869140624","4.5","03-18-2022 12:43:50:373","03-18-2022 12:44:08:249","17.876","44.2904761904762","934.1117144775118","616.2159999999999"
"luigiEEMT_frequency_cores","intercloud","html","2.087272626E9","20000","4.5","03-18-2022 12:44:19:850","03-18-2022 12:45:04:722","44.872","32","372.1291898734177","0.0"
"testDecisionTree","intercloud","html","2.087272626E9","20000","101.91760869140624","4.5","03-18-2022 13:34:22:967","03-18-2022 13:34:41:159","18.192","44.28181818181818","917.8859393139842","600.7950000000001"
"luigiEEMT_frequency_cores","intercloud","html","2.087272626E9","20000","4.5","03-18-2022 13:34:52:821","03-18-2022 13:35:37:815","44.994","32","371.1201717562342","1918.1559999999997"
"testDecisionTreeEnergy","intercloud","html","2.087272626E9","20000","101.91760869140624","4.5","03-18-2022 13:35:57:491","03-18-2022 13:36:26:211","28.72","44.29375000000001","581.4129877437326","857.257"
"testDecisionTree","intercloud","image","1.2568661023E10","5000","2454.8166060546873","4.5","03-18-2022 13:36:40:849","03-18-2022 13:38:17:605","96.756","44.26699999999999","1039.2046817148291","3158.39"
"testDecisionTree","intercloud","html","2.087272626E9","20000","101.91760869140624","4.5","03-18-2022 13:39:29:616","03-18-2022 13:39:47:077","17.461","44.219047619047636","956.3129836779108","826.65"
"luigiEEMT_frequency_cores","intercloud","image","1.2568661023E10","5000","4.5","03-18-2022 13:38:28:862","03-18-2022 13:40:18:490","109.628","32","917.1861949866823","4945.917999999998"
"testDecisionTreeEnergy","intercloud","html","2.087272626E9","20000","101.91760869140624","4.5","03-18-2022 13:40:41:424","03-18-2022 13:41:08:504","27.08","44.23548387096776","616.6241140324963","917.1379999999998"
"testDecisionTreeEnergy","intercloud","image","1.2568661023E10","5000","2454.8166060546873","4.5","03-18-2022 13:40:44:468","03-18-2022 13:42:28:634","104.166","44.224074074074004","965.2793443542039","3617.7580000000016"
"testDecisionTree","intercloud","image","1.2568661023E10","5000","2454.8166060546873","4.5","03-18-2022 13:41:23:404","03-18-2022 13:42:55:741","92.337","44.25937499999997","1088.9382174426287","3367.7619999999993"
"testDecisionTree","intercloud","video","2.9901587764E10","128","228131.01016235352","4.5","03-18-2022 13:42:43:337","03-18-2022 13:43:31:005","47.668","44.45882352941178","5018.307923806327","2192.8409999999994"
"luigiEEMT_frequency_cores","intercloud","image","1.2568661023E10","5000","4.5","03-18-2022 13:43:07:421","03-18-2022 13:45:06:382","118.961","32","845.2290093728196","6024.6219999999985"
"luigiEEMT_frequency_cores","intercloud","video","2.9901587764E10","128","4.5","03-18-2022 13:43:42:376","03-18-2022 13:46:59:274","196.898","32","1214.9067136893214","9668.565000000002"
"testDecisionTreeEnergy","intercloud","image","1.2568661023E10","5000","2454.8166060546873","4.5","03-18-2022 13:45:20:588","03-18-2022 13:47:00:517","99.929","44.311650485436864","1006.2072890152008","4616.1849999999995"
