"cloudlab-image,10.0,0","(1, 1, 16, 2.4, 34.32268981952381)"
"cloudlab-image,10.0,100","(4, 1, 12, 1.8, 119.13298223333331)"
"cloudlab-image,10.0,200","(1, 12, 20, 2.0, 261.9705627619048)"
"cloudlab-image,10.0,300","(4, 4, 2, 1.2, 368.39961115306124)"
"cloudlab-image,10.0,400","(16, 1, 12, 1.8, 444.96963485885414)"
"cloudlab-image,10.0,500","(32, 4, 2, 2.0, 581.7864792592593)"
"cloudlab-image,10.0,600","(4, 12, 16, 1.8, 672.380736275)"
"cloudlab-image,10.0,700","(28, 32, 8, 2.2, 763.9664920918058)"
"cloudlab-image,10.0,800","(32, 28, 4, 1.2, 832.418581223597)"
"cloudlab-image,10.0,900","(32, 28, 4, 1.2, 832.418581223597)"
"cloudlab-image,20.0,0","(1, 1, 16, 2.4, 34.32268981952381)"
"cloudlab-image,20.0,100","(4, 1, 12, 1.8, 119.13298223333331)"
"cloudlab-image,20.0,200","(1, 12, 20, 2.0, 261.9705627619048)"
"cloudlab-image,20.0,300","(4, 4, 2, 1.2, 368.39961115306124)"
"cloudlab-image,20.0,400","(16, 1, 12, 1.8, 444.96963485885414)"
"cloudlab-image,20.0,500","(32, 4, 2, 2.0, 581.7864792592593)"
"cloudlab-image,20.0,600","(4, 12, 16, 1.8, 672.380736275)"
"cloudlab-image,20.0,700","(28, 32, 8, 2.2, 763.9664920918058)"
"cloudlab-image,20.0,800","(32, 28, 4, 1.2, 832.418581223597)"
"cloudlab-image,20.0,900","(32, 28, 4, 1.2, 832.418581223597)"
"cloudlab-image,30.0,0","(1, 1, 16, 2.4, 34.32268981952381)"
"cloudlab-image,30.0,100","(4, 1, 12, 1.8, 119.13298223333331)"
"cloudlab-image,30.0,200","(1, 12, 20, 2.0, 261.9705627619048)"
"cloudlab-image,30.0,300","(4, 4, 2, 1.2, 368.39961115306124)"
"cloudlab-image,30.0,400","(16, 1, 12, 1.8, 444.96963485885414)"
"cloudlab-image,30.0,500","(32, 4, 2, 2.0, 581.7864792592593)"
"cloudlab-image,30.0,600","(4, 12, 16, 1.8, 672.380736275)"
"cloudlab-image,30.0,700","(28, 32, 8, 2.2, 763.9664920918058)"
"cloudlab-image,30.0,800","(32, 28, 4, 1.2, 832.418581223597)"
"cloudlab-image,30.0,900","(32, 28, 4, 1.2, 832.418581223597)"
"cloudlab-image,40.0,0","(12, 4, 16, 2.4, 630.1426286)"
"cloudlab-image,40.0,100","(12, 4, 16, 2.4, 630.1426286)"
"cloudlab-image,40.0,200","(12, 4, 16, 2.4, 630.1426286)"
"cloudlab-image,40.0,300","(12, 4, 16, 2.4, 630.1426286)"
"cloudlab-image,40.0,400","(12, 4, 16, 2.4, 630.1426286)"
"cloudlab-image,40.0,500","(12, 4, 16, 2.4, 630.1426286)"
"cloudlab-image,40.0,600","(12, 4, 16, 2.4, 630.1426286)"
"cloudlab-image,40.0,700","(16, 4, 8, 2.4, 781.9215481666666)"
"cloudlab-image,40.0,800","(28, 16, 2, 1.4, 810.7139625666667)"
"cloudlab-image,40.0,900","(28, 16, 2, 1.4, 810.7139625666667)"
"cloudlab-image,50.0,0","(12, 4, 16, 2.0, 627.0935514)"
"cloudlab-image,50.0,100","(12, 4, 16, 2.0, 627.0935514)"
"cloudlab-image,50.0,200","(12, 4, 16, 2.0, 627.0935514)"
"cloudlab-image,50.0,300","(12, 4, 16, 2.0, 627.0935514)"
"cloudlab-image,50.0,400","(12, 4, 16, 2.0, 627.0935514)"
"cloudlab-image,50.0,500","(12, 4, 16, 2.0, 627.0935514)"
"cloudlab-image,50.0,600","(12, 4, 16, 2.0, 627.0935514)"
"cloudlab-image,50.0,700","(12, 4, 16, 2.0, 627.0935514)"
"cloudlab-image,50.0,800","(12, 4, 16, 2.0, 627.0935514)"
"cloudlab-image,50.0,900","(12, 4, 16, 2.0, 627.0935514)"
"cloudlab-image,60.0,0","(12, 4, 16, 1.6, 383.0522186)"
"cloudlab-image,60.0,100","(12, 4, 16, 1.6, 383.0522186)"
"cloudlab-image,60.0,200","(12, 4, 16, 1.6, 383.0522186)"
"cloudlab-image,60.0,300","(12, 4, 16, 1.6, 383.0522186)"
"cloudlab-image,60.0,400","(12, 4, 16, 1.4, 452.6130911)"
"cloudlab-image,60.0,500","(12, 4, 16, 2.2, 614.2895022)"
"cloudlab-image,60.0,600","(12, 4, 16, 2.2, 614.2895022)"
"cloudlab-image,60.0,700","(12, 4, 16, 2.2, 614.2895022)"
"cloudlab-image,60.0,800","(12, 4, 16, 2.2, 614.2895022)"
"cloudlab-image,60.0,900","(12, 4, 16, 2.2, 614.2895022)"
"cloudlab-image,70.0,0","(12, 4, 16, 1.6, 383.0522186)"
"cloudlab-image,70.0,100","(12, 4, 16, 1.6, 383.0522186)"
"cloudlab-image,70.0,200","(12, 4, 16, 1.6, 383.0522186)"
"cloudlab-image,70.0,300","(12, 4, 16, 1.6, 383.0522186)"
"cloudlab-image,70.0,400","(12, 4, 16, 1.4, 452.6130911)"
"cloudlab-image,70.0,500","(12, 4, 16, 2.2, 614.2895022)"
"cloudlab-image,70.0,600","(12, 4, 16, 2.2, 614.2895022)"
"cloudlab-image,70.0,700","(12, 4, 16, 2.2, 614.2895022)"
"cloudlab-image,70.0,800","(12, 4, 16, 2.2, 614.2895022)"
"cloudlab-image,70.0,900","(12, 4, 16, 2.2, 614.2895022)"
"cloudlab-image,80.0,0","(12, 4, 16, 1.6, 383.0522186)"
"cloudlab-image,80.0,100","(12, 4, 16, 1.6, 383.0522186)"
"cloudlab-image,80.0,200","(12, 4, 16, 1.6, 383.0522186)"
"cloudlab-image,80.0,300","(12, 4, 16, 1.6, 383.0522186)"
"cloudlab-image,80.0,400","(12, 4, 16, 1.4, 452.6130911)"
"cloudlab-image,80.0,500","(12, 4, 16, 2.2, 614.2895022)"
"cloudlab-image,80.0,600","(12, 4, 16, 2.2, 614.2895022)"
"cloudlab-image,80.0,700","(12, 4, 16, 2.2, 614.2895022)"
"cloudlab-image,80.0,800","(12, 4, 16, 2.2, 614.2895022)"
"cloudlab-image,80.0,900","(12, 4, 16, 2.2, 614.2895022)"
"cloudlab-image,90.0,0","(12, 4, 16, 1.6, 383.0522186)"
"cloudlab-image,90.0,100","(12, 4, 16, 1.6, 383.0522186)"
"cloudlab-image,90.0,200","(12, 4, 16, 1.6, 383.0522186)"
"cloudlab-image,90.0,300","(12, 4, 16, 1.6, 383.0522186)"
"cloudlab-image,90.0,400","(12, 4, 16, 1.4, 452.6130911)"
"cloudlab-image,90.0,500","(12, 4, 16, 2.2, 614.2895022)"
"cloudlab-image,90.0,600","(12, 4, 16, 2.2, 614.2895022)"
"cloudlab-image,90.0,700","(12, 4, 16, 2.2, 614.2895022)"
"cloudlab-image,90.0,800","(12, 4, 16, 2.2, 614.2895022)"
"cloudlab-image,90.0,900","(12, 4, 16, 2.2, 614.2895022)"
"cloudlab-image,100.0,0","(12, 4, 16, 1.6, 383.0522186)"
"cloudlab-image,100.0,100","(12, 4, 16, 1.6, 383.0522186)"
