"cloudlab-image,10.0,100","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,10.0,200","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,10.0,300","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,10.0,400","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,10.0,500","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,10.0,600","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,10.0,700","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,10.0,800","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,10.0,900","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,10.0,1000","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,10.0,1100","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,10.0,1200","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,10.0,1300","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,10.0,1400","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,10.0,1500","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,10.0,1600","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,10.0,1700","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,20.0,100","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,20.0,200","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,20.0,300","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,20.0,400","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,20.0,500","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,20.0,600","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,20.0,700","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,20.0,800","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,20.0,900","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,20.0,1000","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,20.0,1100","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,20.0,1200","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,20.0,1300","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,20.0,1400","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,20.0,1500","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,20.0,1600","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,20.0,1700","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,30.0,100","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,30.0,200","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,30.0,300","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,30.0,400","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,30.0,500","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,30.0,600","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,30.0,700","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,30.0,800","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,30.0,900","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,30.0,1000","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,30.0,1100","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,30.0,1200","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,30.0,1300","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,30.0,1400","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,30.0,1500","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,30.0,1600","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,30.0,1700","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,40.0,100","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,40.0,200","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,40.0,300","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,40.0,400","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,40.0,500","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,40.0,600","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,40.0,700","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,40.0,800","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,40.0,900","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,40.0,1000","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,40.0,1100","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,40.0,1200","(12, 24, 4, 1.2, 165.06607715576058)"
"cloudlab-image,40.0,1300","(12, 24, 4, 1.2, 165.06607715576058)"
