234728309	0
210395199	1
238373348	2
246665306	3
240841221	4
227960882	5
199753553	6
242271537	7
264975955	8
257008257	9
241883588	10
264219669	11
231698936	12
238593533	13
241883125	14
224594332	15
218921895	16
195364443	17
217193602	18
250102761	19
213324457	20
254589542	21
208453319	22
250481693	23
251668108	24
213708533	25
247180193	26
225924621	27
235977504	28
214053152	29
218754342	30
248990260	31
227339230	32
245801746	33
223354899	34
218030336	35
232831725	36
227488306	37
225593636	38
235646642	39
238987297	40
212967667	41
230471801	42
225372689	43
229574206	44
215420789	45
241733080	46
251728476	47
255887189	48
237065737	49
242455997	50
250731394	51
241609934	52
241404462	53
197001811	54
250120442	55
235732688	56
250515920	57
230472842	58
238886692	59
227114219	60
236251153	61
241831699	62
210775399	63
239879220	64
227083212	65
249058628	66
230089805	67
242711214	68
265258801	69
235482279	70
240600574	71
223731771	72
241720423	73
203522013	74
221985417	75
230042492	76
234213231	77
247337713	78
256315094	79
221856431	80
243912690	81
213801795	82
231192033	83
244334216	84
233467671	85
237170529	86
177734140	87
257092788	88
237974006	89
227071346	90
214724284	91
240938362	92
235838107	93
231789233	94
248196061	95
260979140	96
272007416	97
214126855	98
226513733	99
229478600	100
239322244	101
242442295	102
217692322	103
239890604	104
212092676	105
233988282	106
201223514	107
216672126	108
228817465	109
230486339	110
243731568	111
241432963	112
240544637	113
229281919	114
241458718	115
240367158	116
245589585	117
249931719	118
253331765	119
233003217	120
201381694	121
230019554	122
248991984	123
244918423	124
223460457	125
222488159	126
219059776	127
