"CloudLab-Video",30,0,20,20,13,2100000,950.422242
"CloudLab-Video",30,25,20,20,13,2100000,950.422242
"CloudLab-Video",30,50,20,20,13,2100000,950.422242
"CloudLab-Video",30,75,20,20,13,2100000,950.422242
"CloudLab-Video",40,0,32,28,4,1400000,906.522084
"CloudLab-Video",40,25,32,28,4,1400000,906.522084
"CloudLab-Video",40,50,32,28,4,1400000,906.522084
"CloudLab-Video",40,75,32,28,4,1400000,906.522084
