"intercloud-video,10.0,0","(32, 8, 8, 2.4, 815)"
"intercloud-video,10.0,100","(32, 8, 8, 2.4, 815)"
"intercloud-video,10.0,200","(32, 8, 8, 2.4, 815)"
"intercloud-video,10.0,300","(32, 8, 8, 2.4, 815)"
"intercloud-video,10.0,400","(32, 8, 8, 2.4, 815)"
"intercloud-video,10.0,500","(32, 8, 8, 2.4, 815)"
"intercloud-video,10.0,600","(32, 8, 8, 2.4, 815)"
"intercloud-video,10.0,700","(32, 8, 8, 2.4, 815)"
"intercloud-video,10.0,800","(32, 8, 8, 2.4, 815)"
"intercloud-video,10.0,900","(32, 8, 8, 2.4, 815)"
"intercloud-video,20.0,0","(32, 8, 8, 2.4, 815)"
"intercloud-video,20.0,100","(32, 8, 8, 2.4, 815)"
"intercloud-video,20.0,200","(32, 8, 8, 2.4, 815)"
"intercloud-video,20.0,300","(32, 8, 8, 2.4, 815)"
"intercloud-video,20.0,400","(32, 8, 8, 2.4, 815)"
"intercloud-video,20.0,500","(32, 8, 8, 2.4, 815)"
"intercloud-video,20.0,600","(32, 8, 8, 2.4, 815)"
"intercloud-video,20.0,700","(32, 8, 8, 2.4, 815)"
"intercloud-video,20.0,800","(32, 8, 8, 2.4, 815)"
"intercloud-video,20.0,900","(32, 8, 8, 2.4, 815)"
"intercloud-video,30.0,0","(32, 8, 8, 2.4, 815)"
"intercloud-video,30.0,100","(32, 8, 8, 2.4, 815)"
"intercloud-video,30.0,200","(32, 8, 8, 2.4, 815)"
"intercloud-video,30.0,300","(32, 8, 8, 2.4, 815)"
"intercloud-video,30.0,400","(32, 8, 8, 2.4, 815)"
"intercloud-video,30.0,500","(32, 8, 8, 2.4, 815)"
"intercloud-video,30.0,600","(32, 8, 8, 2.4, 815)"
"intercloud-video,30.0,700","(32, 8, 8, 2.4, 815)"
"intercloud-video,30.0,800","(32, 8, 8, 2.4, 815)"
"intercloud-video,30.0,900","(32, 8, 8, 2.4, 815)"
"intercloud-video,40.0,0","(1, 31, 2, 2.3, 72)"
"intercloud-video,40.0,100","(1, 31, 2, 2.3, 72)"
"intercloud-video,40.0,200","(1, 31, 2, 2.3, 72)"
"intercloud-video,40.0,300","(1, 31, 2, 2.3, 72)"
"intercloud-video,40.0,400","(1, 31, 2, 2.3, 72)"
"intercloud-video,40.0,500","(1, 31, 2, 2.3, 72)"
"intercloud-video,40.0,600","(1, 31, 2, 2.3, 72)"
"intercloud-video,40.0,700","(1, 31, 2, 2.3, 72)"
"intercloud-video,40.0,800","(1, 31, 2, 2.3, 72)"
"intercloud-video,40.0,900","(1, 31, 2, 2.3, 72)"
"intercloud-video,50.0,0","(1, 31, 2, 2.3, 72)"
"intercloud-video,50.0,100","(1, 31, 2, 2.3, 72)"
"intercloud-video,50.0,200","(1, 31, 2, 2.3, 72)"
"intercloud-video,50.0,300","(1, 31, 2, 2.3, 72)"
"intercloud-video,50.0,400","(1, 31, 2, 2.3, 72)"
"intercloud-video,50.0,500","(1, 31, 2, 2.3, 72)"
"intercloud-video,50.0,600","(1, 31, 2, 2.3, 72)"
"intercloud-video,50.0,700","(1, 31, 2, 2.3, 72)"
"intercloud-video,50.0,800","(1, 31, 2, 2.3, 72)"
"intercloud-video,50.0,900","(1, 31, 2, 2.3, 72)"
"intercloud-video,60.0,0","(1, 31, 2, 2.3, 72)"
"intercloud-video,60.0,100","(1, 31, 2, 2.3, 72)"
"intercloud-video,60.0,200","(1, 31, 2, 2.3, 72)"
"intercloud-video,60.0,300","(1, 31, 2, 2.3, 72)"
"intercloud-video,60.0,400","(1, 31, 2, 2.3, 72)"
"intercloud-video,60.0,500","(1, 31, 2, 2.3, 72)"
"intercloud-video,60.0,600","(1, 31, 2, 2.3, 72)"
"intercloud-video,60.0,700","(1, 31, 2, 2.3, 72)"
"intercloud-video,60.0,800","(1, 31, 2, 2.3, 72)"
"intercloud-video,60.0,900","(1, 31, 2, 2.3, 72)"
"intercloud-video,70.0,0","(1, 31, 2, 2.3, 72)"
"intercloud-video,70.0,100","(1, 31, 2, 2.3, 72)"
"intercloud-video,70.0,200","(1, 31, 2, 2.3, 72)"
"intercloud-video,70.0,300","(1, 31, 2, 2.3, 72)"
"intercloud-video,70.0,400","(1, 31, 2, 2.3, 72)"
"intercloud-video,70.0,500","(1, 31, 2, 2.3, 72)"
"intercloud-video,70.0,600","(1, 31, 2, 2.3, 72)"
"intercloud-video,70.0,700","(1, 31, 2, 2.3, 72)"
"intercloud-video,70.0,800","(1, 31, 2, 2.3, 72)"
"intercloud-video,70.0,900","(1, 31, 2, 2.3, 72)"
"intercloud-video,80.0,0","(1, 31, 2, 2.3, 72)"
"intercloud-video,80.0,100","(1, 31, 2, 2.3, 72)"
"intercloud-video,80.0,200","(1, 31, 2, 2.3, 72)"
"intercloud-video,80.0,300","(1, 31, 2, 2.3, 72)"
"intercloud-video,80.0,400","(1, 31, 2, 2.3, 72)"
"intercloud-video,80.0,500","(1, 31, 2, 2.3, 72)"
"intercloud-video,80.0,600","(1, 31, 2, 2.3, 72)"
"intercloud-video,80.0,700","(1, 31, 2, 2.3, 72)"
"intercloud-video,80.0,800","(1, 31, 2, 2.3, 72)"
"intercloud-video,80.0,900","(1, 31, 2, 2.3, 72)"
"intercloud-video,90.0,0","(1, 31, 2, 2.3, 72)"
"intercloud-video,90.0,100","(1, 31, 2, 2.3, 72)"
"intercloud-video,90.0,200","(1, 31, 2, 2.3, 72)"
